16320385,1215.265347,Sell,Uniswap
16320783,1214.313155,Sell,Uniswap
16320240,1222.25751,Buy,Uniswap
16320287,1215.229777,Sell,Uniswap
16320374,1215.367515,Sell,Uniswap
16320374,1222.709375,Buy,Uniswap
16320376,1215.42374,Sell,Uniswap
16320376,1222.77838,Buy,Uniswap
16320458,1222.329457,Buy,Uniswap
16320458,1215.023604,Sell,Uniswap
16320716,1214.879532,Sell,Uniswap
16320716,1214.857817,Sell,Uniswap
16321017,1223.351411,Buy,Uniswap
16321017,1223.418086,Buy,Uniswap
16320318,1222.384002,Buy,Uniswap
16320939,1216.274232,Sell,Uniswap
16321109,1222.077066,Buy,Uniswap
16321119,1222.168468,Buy,Uniswap
16321119,1214.859779,Sell,Uniswap
16320871,1217.221677,Sell,Uniswap
16321126,1222.140045,Buy,Uniswap
16321126,1222.205881,Buy,Uniswap
16320166,1221.717933,Buy,Uniswap
16320384,1215.281025,Sell,Uniswap
16320414,1215.211799,Sell,Uniswap
16320545,1222.754178,Buy,Uniswap
16320215,1221.948294,Buy,Uniswap
16320333,1215.491225,Sell,Uniswap
16320603,1215.517733,Sell,Uniswap
16320242,1222.275004,Buy,Uniswap
16320675,1215.782046,Sell,Uniswap
16320956,1223.432319,Buy,Uniswap
16321093,1215.285527,Sell,Uniswap
16320978,1223.439532,Buy,Uniswap
16320198,1222.078805,Buy,Uniswap
16320377,1215.484043,Sell,Uniswap
16320415,1215.138401,Sell,Uniswap
16320415,1222.468853,Buy,Uniswap
16320888,1217.2851,Sell,Uniswap
16320443,1222.581724,Buy,Uniswap
16320478,1222.445277,Buy,Uniswap
16320478,1215.056126,Sell,Uniswap
16320647,1215.843478,Sell,Uniswap
16320647,1215.793408,Sell,Uniswap
16320899,1217.258015,Sell,Uniswap
16320311,1222.555374,Buy,Uniswap
16320929,1216.444432,Sell,Uniswap
16320507,1222.193836,Buy,Uniswap
16320507,1222.221303,Buy,Uniswap
16320572,1222.6456,Buy,Uniswap
16320650,1215.673103,Sell,Uniswap
16321051,1222.929214,Buy,Uniswap
16320222,1222.075609,Buy,Uniswap
16320356,1215.565894,Sell,Uniswap
16320366,1215.347685,Sell,Uniswap
16320366,1215.316329,Sell,Uniswap
16320368,1215.302441,Sell,Uniswap
16320368,1215.293607,Sell,Uniswap
16320141,1221.398114,Buy,Uniswap
16320445,1222.60503,Buy,Uniswap
16320895,1224.623702,Buy,Uniswap
16320919,1224.232651,Buy,Uniswap
16321088,1223.112357,Buy,Uniswap
16320207,1214.781694,Sell,Uniswap
16320392,1214.662956,Sell,Uniswap
16320406,1221.429849,Buy,Uniswap
16320406,1221.855011,Buy,Uniswap
16320406,1222.270518,Buy,Uniswap
16320803,1214.353988,Sell,Uniswap
16320195,1222.100416,Buy,Uniswap
16320195,1214.75733,Sell,Uniswap
16320699,1215.223291,Sell,Uniswap
16320787,1221.574191,Buy,Uniswap
16320787,1214.247908,Sell,Uniswap
16321066,1223.008805,Buy,Uniswap
16321048,1215.998571,Sell,Uniswap
16320156,1221.662973,Buy,Uniswap
16320244,1222.409656,Buy,Uniswap
16320380,1215.380855,Sell,Uniswap
16320690,1215.357117,Sell,Uniswap
16320361,1215.475378,Sell,Uniswap
16320361,1215.436991,Sell,Uniswap
16320798,1214.432397,Sell,Uniswap
16321002,1223.323109,Buy,Uniswap
16320824,1221.373724,Buy,Uniswap
16320133,1213.975837,Sell,Uniswap
16320291,1215.112909,Sell,Uniswap
16320334,1222.797049,Buy,Uniswap
16320604,1215.394818,Sell,Uniswap
16320325,1222.556168,Buy,Uniswap
16320649,1215.710575,Sell,Uniswap
16320868,1217.227709,Sell,Uniswap
16320375,1222.746518,Buy,Uniswap
16320715,1214.987997,Sell,Uniswap
16320794,1221.568473,Buy,Uniswap
16320794,1214.254634,Sell,Uniswap
16320159,1214.38963,Sell,Uniswap
16320953,1223.392174,Buy,Uniswap
16320147,1221.274274,Buy,Uniswap
16320371,1215.472198,Sell,Uniswap
16320835,1214.0935,Sell,Uniswap
16320447,1222.65679,Buy,Uniswap
16320475,1215.014759,Sell,Uniswap
16320595,1222.922099,Buy,Uniswap
16320645,1223.116247,Buy,Uniswap
16320738,1214.301282,Sell,Uniswap
16320906,1217.085288,Sell,Uniswap
16320256,1222.448239,Buy,Uniswap
16320421,1215.279444,Sell,Uniswap
16320543,1215.478652,Sell,Uniswap
16320585,1222.947093,Buy,Uniswap
16320585,1215.569035,Sell,Uniswap
16320992,1223.418858,Buy,Uniswap
16321023,1216.089156,Sell,Uniswap
16321035,1223.379288,Buy,Uniswap
16321035,1216.04082,Sell,Uniswap
16320991,1215.967622,Sell,Uniswap
16320991,1223.349583,Buy,Uniswap
16320150,1221.435732,Buy,Uniswap
16320150,1221.623695,Buy,Uniswap
16320278,1215.300538,Sell,Uniswap
16320343,1223.002101,Buy,Uniswap
16320556,1215.52693,Sell,Uniswap
16320556,1222.845389,Buy,Uniswap
16320556,1215.439958,Sell,Uniswap
16320658,1215.419443,Sell,Uniswap
16320841,1221.392654,Buy,Uniswap
16321114,1214.807101,Sell,Uniswap
